X_features	Y_features	association	p-values	q-values
Prevotellaceae_Prevotella	Prevotellaceae_Prevotella	1.0	0.0	0.0
Prevotellaceae_Prevotella	Veillonellaceae_Megasphaera	0.2631578947368421	0.11042080024538962	0.4779284495620389
Prevotellaceae_Prevotella	Lachnospiraceae_Lachnoclostridium	0.31696667122306177	0.05250521672040431	0.32407476454861406
Prevotellaceae_Prevotella	Rikenellaceae_Alistipes	0.1519406278082538	0.36248528270134506	0.7211116956476825
Prevotellaceae_Prevotella	Atopobiaceae_uncultured	-0.44533271613787995	0.005082098125363791	0.06832598590766874
Prevotellaceae_Prevotella	Bifidobacteriaceae_Bifidobacterium	-0.4981945508261298	0.0014572493146142724	0.02518959529547528
Prevotellaceae_Prevotella	Coriobacteriaceae_Collinsella	-0.42006784112047263	0.008647563276191818	0.10099953247289671
Prevotellaceae_Prevotella	Barnesiellaceae_Coprobacter	0.2458911107572539	0.13672581300339598	0.5219997290339581
Prevotellaceae_Prevotella	Lachnospiraceae_Oribacterium	0.037750300908195644	0.821967672257042	0.9260529640884738
Prevotellaceae_Prevotella	Hafniaceae_Hafnia-Obesumbacterium	-0.10652651951470221	0.5244163076471221	0.816358706675324
Prevotellaceae_Prevotella	Enterobacteriaceae_Escherichia-Shigella	-0.20954152533099898	0.20672433791879852	0.6100323902995953
Prevotellaceae_Prevotella	Lachnospiraceae_[Ruminococcus]_gnavus_group	0.16140504483315224	0.3329955207127294	0.7029389045052382
Prevotellaceae_Prevotella	Barnesiellaceae_Barnesiella	0.6494773170776953	1.0252316562301776e-05	0.0003648618541289749
Prevotellaceae_Prevotella	Lachnospiraceae_Lachnospiraceae_FCS020_group	-0.02147476382246681	0.8981712854001813	0.9597202890623626
Prevotellaceae_Prevotella	Tannerellaceae_Parabacteroides	0.6319072108545792	2.0895344013494326e-05	0.0006796603832346273
Prevotellaceae_Prevotella	Bacteroidaceae_Bacteroides	0.3684210526315789	0.022848932251893682	0.20738972929660338
Prevotellaceae_Prevotella	Clostridiaceae_Clostridium_sensu_stricto_1	-0.16728758860380175	0.315437195835675	0.6899475903130273
Prevotellaceae_Prevotella	Selenomonadaceae_Megamonas	-0.19575445891235363	0.2388608958885799	0.6229676455546067
Prevotellaceae_Prevotella	Peptococcaceae_Peptococcus	0.10401153907008494	0.5343094866458524	0.8240622225770707
Prevotellaceae_Prevotella	Gemellaceae_Gemella	-0.02643711793243215	0.8748092644711118	0.9477645746903872
Prevotellaceae_Prevotella	Sutterellaceae_Sutterella	0.4560577979453427	0.004006292613948773	0.0574361855791234
Prevotellaceae_Prevotella	Muribaculaceae_Muribaculaceae	0.5391647706638752	0.00047803072285913805	0.010499958056904438
Prevotellaceae_Prevotella	Eggerthellaceae_Enterorhabdus	-0.1754271211836211	0.29212207894159353	0.673510330435251
Prevotellaceae_Prevotella	Prevotellaceae_Paraprevotella	0.6646968741923759	5.328566294954646e-06	0.00020933653301607536
Prevotellaceae_Prevotella	Acidaminococcaceae_Phascolarctobacterium	0.13207134259765838	0.4292840124711672	0.7697594177387557
Prevotellaceae_Prevotella	uncultured_uncultured	-0.0664731236960757	0.691722493959757	0.8923482961908644
Prevotellaceae_Prevotella	Fusobacteriaceae_Fusobacterium	-0.05594176605263761	0.7386890378335393	0.9094563856110933
Prevotellaceae_Prevotella	Succinivibrionaceae_Succinatimonas	0.20241271996594623	0.22294361915646024	0.6178608505971515
Prevotellaceae_Prevotella	Lachnospiraceae_[Ruminococcus]_torques_group	0.09044581684360235	0.5891766709333699	0.8458899902929088
Prevotellaceae_Prevotella	Akkermansiaceae_Akkermansia	0.11346682695342439	0.49758990398158587	0.8027783784236251
