X_features	Y_features	association	p-values	q-values
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	-0.1239154616240267	0.5141463019358128	0.8468977980746307
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	-0.16983864621934647	0.369580004434266	0.789119935860097
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	-0.03983088661138471	0.8344674779474618	0.9668312847943005
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.39073817941548317	0.03276743905543317	0.3265636299083848
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus	-0.08151932727448445	0.6684754787338674	0.8989042881698622
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	0.03671970828823999	0.8472402623382376	0.9678129451055731
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinatimonas	-0.0372228462534614	0.8451719942927658	0.9678129451055731
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis	0.3930121505274656	0.03167814235436261	0.32394343833678635
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	-0.32817888733501743	0.0766375531191673	0.4724727589204804
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1	0.7946122862301194	1.5771072751974258e-07	9.273390778160864e-05
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas	0.4674082313681869	0.009205786349387627	0.21227460287999705
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	-0.3787883395292955	0.03900027378247624	0.35831501537650046
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales	-0.2228426453288901	0.23655099317738745	0.6735689297254422
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	-0.2981753522863436	0.10950409240494963	0.5439136647697868
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera	0.14527252502780869	0.4437018103788164	0.8395144393615201
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium	-0.23915461624026696	0.2030855784509888	0.6507592377612066
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.12569521690767518	0.5080737953256859	0.846309891364032
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_torques_group	-0.04213586532057811	0.8250308708995122	0.9639175714434692
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	-0.3607031686986291	0.05020724738908107	0.3962665968426801
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae	-0.2456024131600094	0.19080426667939962	0.6273932374534528
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	-0.146629731251077	0.43940919133230205	0.8395144393615201
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella	-0.36987207694252333	0.04424379890723562	0.3797861862402123
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Coriobacterium	-0.07408231368186874	0.6972322835738773	0.9140894020490337
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	0.06602006773726925	0.728876765056796	0.9327084610520046
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella	-0.21423804226918797	0.2556093182382218	0.7023284071218431
HNDVDQJCIGZPNO-YFKPBYRVSA-N	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.3032258064516129	0.10333931335563051	0.528378402200963
